"site_code","year","SWE.0","SWE.1","SWE.2","SWE.3","SWE.4","SWE.5","PPT.0","PPT.1","PPT.2","PPT.3","PPT.4","PPT.5"
"AQZOX",2018,13.5737705230713,108.819671630859,36.9508209228516,0.704918026924133,17.3606567382812,67.8688507080078,50.144002199173,99.7800033390522,94.2590038180351,105.407003998756,68.7584083676338,110.324327200651
"ASIBO",2018,41.803279876709,289.770477294922,138.098358154297,141.278686523438,105.803276062012,153.672134399414,42.3320017457008,99.2330040335655,95.9090048372746,110.3860052526,66.9605980813503,112.479107022285
"ASMP",2018,42,201.508193969727,137.065567016602,303.311462402344,191.524597167969,64,37.3980017900467,96.5600040853024,94.7800052464008,138.294005870819,79.2070755362511,126.775970757008
"ATDH",2018,13.6065578460693,63.5737686157227,12.3114757537842,0.770491778850555,39.7213096618652,20.5081977844238,46.9070017039776,98.5300031304359,96.2830056846142,107.008005976677,67.8760196864605,109.675977170467
"ATQY",2018,11.6065578460693,150.655731201172,32.6393432617188,25.4590167999268,85.9344253540039,81.6885223388672,45.5430024564266,97.6570045948029,94.9890041947365,105.294004976749,66.6770867705345,110.159045636654
"AWUSD",2018,16.2131156921387,64.2131118774414,8.49180316925049,1.37704920768738,75.606559753418,89.5737686157227,36.8840019106865,101.342004209757,90.5350045859814,128.028005957603,76.2420919835567,121.568595975637
"AZIHK",2018,44.4754104614258,214.016387939453,148.524597167969,180.245895385742,169.29508972168,121.163932800293,46.214001595974,98.4690038263798,94.0280036628246,104.991004288197,67.203381717205,108.185352087021
"AZLSF",2018,13.5737705230713,108.819671630859,36.9508209228516,0.704918026924133,17.3606567382812,67.8688507080078,50.144002199173,99.7800033390522,94.2590038180351,105.407003998756,68.7584083676338,110.324327200651
"BCNTS01",2018,1.60655736923218,4.3770489692688,2.47540974617004,1.27868854999542,16.6065578460693,3.26229500770569,45.9870013892651,97.2030028402805,96.619005471468,106.442006021738,66.4739677906036,108.92156997323
"BCOE",2018,13.6065578460693,63.5737686157227,12.3114757537842,0.770491778850555,39.7213096618652,20.5081977844238,47.3440019786358,98.4060038626194,95.5090056657791,105.699005007744,66.8113608956337,109.241302847862
"BCSFE01",2018,0.442622929811478,6.0819673538208,2.19672131538391,0.754098355770111,12.8032789230347,4.78688526153564,46.9730017781258,97.0010047852993,95.2560049593449,104.31800493598,65.8158661723137,107.608880937099
"BDGAP",2018,12.7377052307129,86.0819702148438,43.7049179077148,1.39344263076782,44.9836082458496,56.8852462768555,47.3440019786358,98.4060038626194,95.5090056657791,105.699005007744,66.8113608956337,109.241302847862
"BDRF",2018,11.6065578460693,150.655731201172,32.6393432617188,25.4590167999268,85.9344253540039,81.6885223388672,45.5430024564266,97.6570045948029,94.9890041947365,105.294004976749,66.6770867705345,110.159045636654
"BFPMS",2018,48.2950820922852,368.032775878906,154.29508972168,322.540985107422,274.688537597656,128.901641845703,46.214001595974,98.4690038263798,94.0280036628246,104.991004288197,67.203381717205,108.185352087021
"BJSRA01",2018,0.5573770403862,39.5737724304199,0.770491778850555,1.86885249614716,23.0983600616455,32.196720123291,46.1870022118092,98.4720030725002,96.6010047793388,111.382005810738,67.6701247692108,110.731361061335
"BJSRB01",2018,0.5573770403862,39.5737724304199,0.770491778850555,1.86885249614716,23.0983600616455,32.196720123291,46.1870022118092,98.4720030725002,96.6010047793388,111.382005810738,67.6701247692108,110.731361061335
"BJSRC01",2018,0.5573770403862,39.5737724304199,0.770491778850555,1.86885249614716,23.0983600616455,32.196720123291,46.1870022118092,98.4720030725002,96.6010047793388,111.382005810738,67.6701247692108,110.731361061335
"BLRZ",2018,11.6065578460693,150.655731201172,32.6393432617188,25.4590167999268,85.9344253540039,81.6885223388672,45.5430024564266,97.6570045948029,94.9890041947365,105.294004976749,66.6770867705345,110.159045636654
"BNXX",2018,13.6065578460693,63.5737686157227,12.3114757537842,0.770491778850555,39.7213096618652,20.5081977844238,46.9070017039776,98.5300031304359,96.2830056846142,107.008005976677,67.8760196864605,109.675977170467
"BOZM",2018,42,201.508193969727,137.065567016602,303.311462402344,191.524597167969,64,36.5730013251305,99.561004281044,99.1410057842731,149.587005674839,85.716201543808,133.52810806036
"BRDPJ",2018,27.6393432617188,213.11474609375,116.016395568848,261.409851074219,172.065567016602,170.524597167969,39.185001552105,97.9010033607483,97.8940044343472,134.418005108833,79.6933620274067,125.76707932353
"BS",2018,3.27868843078613,3.27868866920471,28.7377052307129,12.3442621231079,10.1639347076416,309.245910644531,26.9080010056496,107.905003607273,82.985004812479,144.596007138491,88.8954420685768,136.461428254843
"BUCDS",2018,48.2950820922852,368.032775878906,154.29508972168,322.540985107422,274.688537597656,128.901641845703,45.9550023078918,98.4550041556358,94.7980051040649,105.206006020308,67.0382437109947,110.641688674688
"BVNP",2018,11.6065578460693,150.655731201172,32.6393432617188,25.4590167999268,85.9344253540039,81.6885223388672,43.352001786232,97.7090036273003,95.4450054168701,112.74100497365,68.6327533721924,113.097776919603
"BWCM",2018,11.6065578460693,150.655731201172,32.6393432617188,25.4590167999268,85.9344253540039,81.6885223388672,45.5430024564266,97.6570045948029,94.9890041947365,105.294004976749,66.6770867705345,110.159045636654
"BWRE",2018,13.5737705230713,108.819671630859,36.9508209228516,0.704918026924133,17.3606567382812,67.8688507080078,50.1770017147064,99.366003215313,93.8090040683746,104.873006492853,68.8927067518234,109.858975499868
"BXKLR",2018,18.4754104614258,159.606552124023,17.7049179077148,20.5737705230713,75.0491790771484,100.770492553711,40.9940019845963,97.8730039000511,98.0020040869713,121.983005642891,73.687317699194,120.057225763798
"BYFM",2018,42,201.508193969727,137.065567016602,303.311462402344,191.524597167969,64,37.3980017900467,96.5600040853024,94.7800052464008,138.294005870819,79.2070755362511,126.775970757008
"BYUQ",2018,13.5737705230713,108.819671630859,36.9508209228516,0.704918026924133,17.3606567382812,67.8688507080078,50.1770017147064,99.366003215313,93.8090040683746,104.873006492853,68.8927067518234,109.858975499868
"CAJTV",2018,17.5081977844238,53.1311454772949,47.5081977844238,1.37704920768738,42.4262275695801,105.311477661133,41.4510019719601,97.4390045106411,94.4260046184063,118.939004063606,71.9289629459381,118.05010008812
"CAKME",2018,0.868852436542511,42,0.688524603843689,0.508196711540222,20.2950820922852,66.7049179077148,41.5890011489391,97.961003601551,93.796003729105,118.190005809069,72.003064095974,117.14915150404
"CAVWP",2018,29.2459011077881,130.934432983398,46.8688507080078,21.2950820922852,79.7377014160156,106.672134399414,41.5890011489391,97.961003601551,93.796003729105,118.190005809069,72.003064095974,117.14915150404
"CBBE",2018,13.6065578460693,63.5737686157227,12.3114757537842,0.770491778850555,39.7213096618652,20.5081977844238,46.9070017039776,98.5300031304359,96.2830056846142,107.008005976677,67.8760196864605,109.675977170467
"CBLGE01",2018,1.16393446922302,17.1803283691406,29.6229515075684,21.4918041229248,26.8852462768555,0.7704918384552,50.2860022783279,97.2930040955544,100.725005865097,107.53900423646,62.8326271772385,109.618174910545
"CC01",2018,13.5737705230713,108.819671630859,36.9508209228516,0.704918026924133,17.3606567382812,67.8688507080078,50.1770017147064,99.366003215313,93.8090040683746,104.873006492853,68.8927067518234,109.858975499868
"CCBAH01",2018,15.1147537231445,82.9180297851562,70.6721343994141,138.147537231445,147.737701416016,111.59016418457,49.5070021748543,99.5870042741299,93.4750037789345,105.502004623413,69.8051283359528,110.585875421762
"CCRWS01",2018,43.2786865234375,212.180328369141,167.377044677734,230.442626953125,220.377044677734,112.196723937988,49.5590015053749,100.270004272461,94.0150058865547,106.170005053282,69.7565195560455,111.20010843873
"CCTOR01",2018,9.81967258453369,96.3442611694336,17.3278694152832,3.04918026924133,15.3114757537842,68.0819702148438,48.9970025420189,100.315003871918,93.1100035905838,106.308005005121,70.7804744839668,111.343781501055
"CCZV",2018,13.6065578460693,63.5737686157227,12.3114757537842,0.770491778850555,39.7213096618652,20.5081977844238,46.9070017039776,98.5300031304359,96.2830056846142,107.008005976677,67.8760196864605,109.675977170467
"CEIC",2018,13.6065578460693,63.5737686157227,12.3114757537842,0.770491778850555,39.7213096618652,20.5081977844238,46.9070017039776,98.5300031304359,96.2830056846142,107.008005976677,67.8760196864605,109.675977170467
"CFRID",2018,0.786885261535645,32.2459030151367,3.04918026924133,0.524590134620667,10.6393442153931,66.8688507080078,41.4510019719601,97.4390045106411,94.4260046184063,118.939004063606,71.9289629459381,118.05010008812
"CHXQL",2018,46.7049179077148,237.88525390625,148.065567016602,259.836059570312,211.016387939453,133.426223754883,51.540002822876,99.2550033926964,96.1880053281784,104.679004520178,65.3596813082695,109.272949814796
"CJLAV",2018,10.2459011077881,81.0163955688477,19.2459011077881,40.5081977844238,84.2950820922852,12.0655736923218,39.2950015962124,96.714004099369,96.2610033750534,117.159004747868,70.8129106760025,113.752229630947
"CLON",2018,11.6065578460693,150.655731201172,32.6393432617188,25.4590167999268,85.9344253540039,81.6885223388672,43.352001786232,97.7090036273003,95.4450054168701,112.74100497365,68.6327533721924,113.097776919603
"CLVU",2018,42,201.508193969727,137.065567016602,303.311462402344,191.524597167969,64,37.3980017900467,96.5600040853024,94.7800052464008,138.294005870819,79.2070755362511,126.775970757008
"CNXB",2018,4.36065578460693,69.0655746459961,14.2459011077881,0.5573770403862,19.1147537231445,66.442626953125,50.1770017147064,99.366003215313,93.8090040683746,104.873006492853,68.8927067518234,109.858975499868
"CQMJX",2018,36.8196716308594,154.295074462891,124.163932800293,180.295074462891,163.950820922852,96,50.144002199173,99.7800033390522,94.2590038180351,105.407003998756,68.7584083676338,110.324327200651
"CVHQZ",2018,20.8196716308594,154.180328369141,37.8852462768555,10.8688526153564,75.4262313842773,92.0327835083008,39.7940017580986,99.0480037927628,97.3540040254593,144.087007939816,80.994117975235,129.533065080643
"CXBS",2018,42,201.508193969727,137.065567016602,303.311462402344,191.524597167969,64,37.8950019180775,98.6350049972534,97.9700048863888,139.004007309675,78.8507868647575,126.130483567715
"CXPWZ",2018,12.7377052307129,86.0819702148438,43.7049179077148,1.39344263076782,44.9836082458496,56.8852462768555,47.3440019786358,98.4060038626194,95.5090056657791,105.699005007744,66.8113608956337,109.241302847862
"CZNV",2018,4.36065578460693,69.0655746459961,14.2459011077881,0.5573770403862,19.1147537231445,66.442626953125,50.1770017147064,99.366003215313,93.8090040683746,104.873006492853,68.8927067518234,109.858975499868
"CZUE",2018,13.5737705230713,108.819671630859,36.9508209228516,0.704918026924133,17.3606567382812,67.8688507080078,50.1770017147064,99.366003215313,93.8090040683746,104.873006492853,68.8927067518234,109.858975499868
"CZUO",2018,11.6065578460693,150.655731201172,32.6393432617188,25.4590167999268,85.9344253540039,81.6885223388672,43.352001786232,97.7090036273003,95.4450054168701,112.74100497365,68.6327533721924,113.097776919603
"DAZIP",2018,44.4754104614258,214.016387939453,148.524597167969,180.245895385742,169.29508972168,121.163932800293,45.9370021522045,97.8620037436485,94.2190045118332,105.204005748034,65.1515990197659,107.43814650178
"DBUZY",2018,48.2950820922852,368.032775878906,154.29508972168,322.540985107422,274.688537597656,128.901641845703,45.9550023078918,98.4550041556358,94.7980051040649,105.206006020308,67.0382437109947,110.641688674688
"DCHZ",2018,13.5737705230713,108.819671630859,36.9508209228516,0.704918026924133,17.3606567382812,67.8688507080078,50.1770017147064,99.366003215313,93.8090040683746,104.873006492853,68.8927067518234,109.858975499868
"DCTAC01",2018,6.39344263076782,80.5409851074219,38.7049179077148,45.3934440612793,60.0655746459961,124.393440246582,41.6050021648407,99.1040037870407,97.3660049438477,111.878005325794,66.2939286828041,113.453162997961
"DDKJ",2018,13.6065578460693,63.5737686157227,12.3114757537842,0.770491778850555,39.7213096618652,20.5081977844238,47.3440019786358,98.4060038626194,95.5090056657791,105.699005007744,66.8113608956337,109.241302847862
"DEGLR",2018,44.4754104614258,214.016387939453,148.524597167969,180.245895385742,169.29508972168,121.163932800293,45.9370021522045,97.8620037436485,94.2190045118332,105.204005748034,65.1515990197659,107.43814650178
"DEYR",2018,13.6065578460693,63.5737686157227,12.3114757537842,0.770491778850555,39.7213096618652,20.5081977844238,46.9070017039776,98.5300031304359,96.2830056846142,107.008005976677,67.8760196864605,109.675977170467
"DFRLK",2018,20.8196716308594,154.180328369141,37.8852462768555,10.8688526153564,75.4262313842773,92.0327835083008,39.7940017580986,99.0480037927628,97.3540040254593,144.087007939816,80.994117975235,129.533065080643
"DFZI",2018,13.6065578460693,63.5737686157227,12.3114757537842,0.770491778850555,39.7213096618652,20.5081977844238,46.9070017039776,98.5300031304359,96.2830056846142,107.008005976677,67.8760196864605,109.675977170467
"DKWBZ",2018,36.8196716308594,154.295074462891,124.163932800293,180.295074462891,163.950820922852,96,50.144002199173,99.7800033390522,94.2590038180351,105.407003998756,68.7584083676338,110.324327200651
"DNNZ",2018,13.6065578460693,63.5737686157227,12.3114757537842,0.770491778850555,39.7213096618652,20.5081977844238,47.3440019786358,98.4060038626194,95.5090056657791,105.699005007744,66.8113608956337,109.241302847862
"DNSQI",2018,29.2459011077881,130.934432983398,46.8688507080078,21.2950820922852,79.7377014160156,106.672134399414,40.3220021426678,98.4020041823387,93.4870049655437,122.290004909039,74.0695613622665,120.667907238007
"DPEXK",2018,8.39344310760498,108.606559753418,26.3934421539307,3.78688526153564,35.0163917541504,14.7049179077148,35.6780013144016,97.2070044577122,95.8720044195652,147.460005402565,84.0354353487492,129.649748682976
"DRCAD01",2018,36.6065559387207,206.803283691406,134.442626953125,166.967208862305,173,82.2131118774414,38.7190020382404,102.198004662991,102.650005459785,136.878007978201,80.6993899941444,124.620613694191
"DRCBB01",2018,15.4590158462524,128.573776245117,24.5245895385742,106.622955322266,97.9836044311523,31.5737705230713,39.5010018348694,97.7760029435158,97.666003793478,124.53400477767,71.7512745261192,116.62232542038
"DRCRS01",2018,30.8688526153564,114.377052307129,89.1311492919922,117.85245513916,84.836067199707,84.2295074462891,39.5640018880367,104.99700409174,103.897003859282,141.437006473541,80.6693190932274,127.304456710815
"DRCSA01",2018,22.0983600616455,133.295074462891,41.0819664001465,165.540985107422,154.491806030273,27.7704906463623,36.6370014250278,94.9990032315254,92.5650043487549,130.285006731749,78.84503698349,122.47683930397
"DRMD",2018,13.6065578460693,63.5737686157227,12.3114757537842,0.770491778850555,39.7213096618652,20.5081977844238,47.3440019786358,98.4060038626194,95.5090056657791,105.699005007744,66.8113608956337,109.241302847862
"DVNBJ",2018,29.2459011077881,130.934432983398,46.8688507080078,21.2950820922852,79.7377014160156,106.672134399414,41.4510019719601,97.4390045106411,94.4260046184063,118.939004063606,71.9289629459381,118.05010008812
"DWHUR",2018,15.1147537231445,82.9180297851562,70.6721343994141,138.147537231445,147.737701416016,111.59016418457,49.5070021748543,99.5870042741299,93.4750037789345,105.502004623413,69.8051283359528,110.585875421762
"DWLFN",2018,0.868852436542511,42,0.688524603843689,0.508196711540222,20.2950820922852,66.7049179077148,40.3220021426678,98.4020041823387,93.4870049655437,122.290004909039,74.0695613622665,120.667907238007
"DWPM",2018,42,201.508193969727,137.065567016602,303.311462402344,191.524597167969,64,37.3980017900467,96.5600040853024,94.7800052464008,138.294005870819,79.2070755362511,126.775970757008
"DXLWT",2018,49.7704925537109,387.524597167969,167.704925537109,367.540985107422,306.573760986328,157.639343261719,51.540002822876,99.2550033926964,96.1880053281784,104.679004520178,65.3596813082695,109.272949814796
"DXOR",2018,13.6065578460693,63.5737686157227,12.3114757537842,0.770491778850555,39.7213096618652,20.5081977844238,46.9070017039776,98.5300031304359,96.2830056846142,107.008005976677,67.8760196864605,109.675977170467
"EBUVG",2018,44.4754104614258,214.016387939453,148.524597167969,180.245895385742,169.29508972168,121.163932800293,46.214001595974,98.4690038263798,94.0280036628246,104.991004288197,67.203381717205,108.185352087021
"ECGX",2018,13.5737705230713,108.819671630859,36.9508209228516,0.704918026924133,17.3606567382812,67.8688507080078,50.1770017147064,99.366003215313,93.8090040683746,104.873006492853,68.8927067518234,109.858975499868
"EECZ",2018,13.6065578460693,63.5737686157227,12.3114757537842,0.770491778850555,39.7213096618652,20.5081977844238,46.9070017039776,98.5300031304359,96.2830056846142,107.008005976677,67.8760196864605,109.675977170467
"EFMD",2018,42,201.508193969727,137.065567016602,303.311462402344,191.524597167969,64,37.3840020000935,102.653005152941,103.263004183769,152.110006213188,87.9863203167915,134.224366754293
"EFNK",2018,11.6065578460693,150.655731201172,32.6393432617188,25.4590167999268,85.9344253540039,81.6885223388672,43.352001786232,97.7090036273003,95.4450054168701,112.74100497365,68.6327533721924,113.097776919603
"EHCTY",2018,3.55737709999084,57.1475410461426,9.06557369232178,0.655737698078156,13.5901641845703,8.77049160003662,37.8950019180775,98.6350049972534,97.9700048863888,139.004007309675,78.8507868647575,126.130483567715
"EIQV",2018,13.5737705230713,108.819671630859,36.9508209228516,0.704918026924133,17.3606567382812,67.8688507080078,50.1770017147064,99.366003215313,93.8090040683746,104.873006492853,68.8927067518234,109.858975499868
"EKXF",2018,13.5737705230713,108.819671630859,36.9508209228516,0.704918026924133,17.3606567382812,67.8688507080078,50.1770017147064,99.366003215313,93.8090040683746,104.873006492853,68.8927067518234,109.858975499868
"EMSA",2018,11.6065578460693,150.655731201172,32.6393432617188,25.4590167999268,85.9344253540039,81.6885223388672,45.5430024564266,97.6570045948029,94.9890041947365,105.294004976749,66.6770867705345,110.159045636654
"EOAU",2018,42,201.508193969727,137.065567016602,303.311462402344,191.524597167969,64,36.5730013251305,99.561004281044,99.1410057842731,149.587005674839,85.716201543808,133.52810806036
"EQIB",2018,11.6065578460693,150.655731201172,32.6393432617188,25.4590167999268,85.9344253540039,81.6885223388672,45.5430024564266,97.6570045948029,94.9890041947365,105.294004976749,66.6770867705345,110.159045636654
"ERNAK",2018,0.786885261535645,32.2459030151367,3.04918026924133,0.524590134620667,10.6393442153931,66.8688507080078,41.5890011489391,97.961003601551,93.796003729105,118.190005809069,72.003064095974,117.14915150404
"EXFO",2018,11.6065578460693,150.655731201172,32.6393432617188,25.4590167999268,85.9344253540039,81.6885223388672,43.352001786232,97.7090036273003,95.4450054168701,112.74100497365,68.6327533721924,113.097776919603
"EXIMR",2018,27.6393432617188,213.11474609375,116.016395568848,261.409851074219,172.065567016602,170.524597167969,37.2580013871193,98.3720041811466,98.4000044763088,149.916007459164,86.0170852541924,129.767619490623
"EYFLW",2018,17.8524589538574,51.9016380310059,12.7540979385376,1.14754104614258,139.508193969727,85.5245895385742,37.1280016601086,103.027003735304,91.2110044658184,129.496006906033,76.8750483989716,122.949638903141
"FAMLP",2018,13.5737705230713,108.819671630859,36.9508209228516,0.704918026924133,17.3606567382812,67.8688507080078,49.5070021748543,99.5870042741299,93.4750037789345,105.502004623413,69.8051283359528,110.585875421762
"FBFZ",2018,13.6065578460693,63.5737686157227,12.3114757537842,0.770491778850555,39.7213096618652,20.5081977844238,47.3440019786358,98.4060038626194,95.5090056657791,105.699005007744,66.8113608956337,109.241302847862
"FBPJG",2018,29.2459011077881,130.934432983398,46.8688507080078,21.2950820922852,79.7377014160156,106.672134399414,41.5890011489391,97.961003601551,93.796003729105,118.190005809069,72.003064095974,117.14915150404
"FDHW",2018,11.6065578460693,150.655731201172,32.6393432617188,25.4590167999268,85.9344253540039,81.6885223388672,43.352001786232,97.7090036273003,95.4450054168701,112.74100497365,68.6327533721924,113.097776919603
"FGWLJ",2018,48.2950820922852,368.032775878906,154.29508972168,322.540985107422,274.688537597656,128.901641845703,46.214001595974,98.4690038263798,94.0280036628246,104.991004288197,67.203381717205,108.185352087021
"FJCT",2018,11.6065578460693,150.655731201172,32.6393432617188,25.4590167999268,85.9344253540039,81.6885223388672,45.5430024564266,97.6570045948029,94.9890041947365,105.294004976749,66.6770867705345,110.159045636654
"FJPN",2018,42,201.508193969727,137.065567016602,303.311462402344,191.524597167969,64,36.5730013251305,99.561004281044,99.1410057842731,149.587005674839,85.716201543808,133.52810806036
"FLOA",2018,13.5737705230713,108.819671630859,36.9508209228516,0.704918026924133,17.3606567382812,67.8688507080078,50.1770017147064,99.366003215313,93.8090040683746,104.873006492853,68.8927067518234,109.858975499868
"FLVQR",2018,13.6065578460693,63.5737686157227,12.3114757537842,0.770491778850555,39.7213096618652,20.5081977844238,46.9070017039776,98.5300031304359,96.2830056846142,107.008005976677,67.8760196864605,109.675977170467
"FOASS01",2018,14.8360662460327,50.7540969848633,72.0163955688477,129.180328369141,144.278686523438,66.6557388305664,35.4850015342236,101.256004154682,96.8670032024384,154.40900811553,90.5853479802608,133.481524407864
"FOIQ",2018,11.6065578460693,150.655731201172,32.6393432617188,25.4590167999268,85.9344253540039,81.6885223388672,43.352001786232,97.7090036273003,95.4450054168701,112.74100497365,68.6327533721924,113.097776919603
"FOOOT01",2018,13.6885251998901,47.1147537231445,28.6229515075684,24.4262294769287,157.245895385742,92.3442611694336,32.2580008804798,103.053003996611,90.7280044555664,137.621004760265,86.9035097360611,130.362106770277
"FOWCL",2018,4.36065578460693,69.0655746459961,14.2459011077881,0.5573770403862,19.1147537231445,66.442626953125,50.1770017147064,99.366003215313,93.8090040683746,104.873006492853,68.8927067518234,109.858975499868
"FOZN",2018,13.6065578460693,63.5737686157227,12.3114757537842,0.770491778850555,39.7213096618652,20.5081977844238,46.9070017039776,98.5300031304359,96.2830056846142,107.008005976677,67.8760196864605,109.675977170467
"FPLA",2018,11.6065578460693,150.655731201172,32.6393432617188,25.4590167999268,85.9344253540039,81.6885223388672,45.5430024564266,97.6570045948029,94.9890041947365,105.294004976749,66.6770867705345,110.159045636654
"FQPU",2018,13.5737705230713,108.819671630859,36.9508209228516,0.704918026924133,17.3606567382812,67.8688507080078,50.1770017147064,99.366003215313,93.8090040683746,104.873006492853,68.8927067518234,109.858975499868
"FSCP",2018,13.6065578460693,63.5737686157227,12.3114757537842,0.770491778850555,39.7213096618652,20.5081977844238,47.3440019786358,98.4060038626194,95.5090056657791,105.699005007744,66.8113608956337,109.241302847862
"FSPC",2018,11.6065578460693,150.655731201172,32.6393432617188,25.4590167999268,85.9344253540039,81.6885223388672,45.5430024564266,97.6570045948029,94.9890041947365,105.294004976749,66.6770867705345,110.159045636654
"FSUW",2018,11.6065578460693,150.655731201172,32.6393432617188,25.4590167999268,85.9344253540039,81.6885223388672,43.352001786232,97.7090036273003,95.4450054168701,112.74100497365,68.6327533721924,113.097776919603
"FUCD",2018,42,201.508193969727,137.065567016602,303.311462402344,191.524597167969,64,37.3840020000935,102.653005152941,103.263004183769,152.110006213188,87.9863203167915,134.224366754293
"FUVF",2018,13.6065578460693,63.5737686157227,12.3114757537842,0.770491778850555,39.7213096618652,20.5081977844238,47.3440019786358,98.4060038626194,95.5090056657791,105.699005007744,66.8113608956337,109.241302847862
"FXBC",2018,13.6065578460693,63.5737686157227,12.3114757537842,0.770491778850555,39.7213096618652,20.5081977844238,46.9070017039776,98.5300031304359,96.2830056846142,107.008005976677,67.8760196864605,109.675977170467
"FYSUQ",2018,13.5737705230713,108.819671630859,36.9508209228516,0.704918026924133,17.3606567382812,67.8688507080078,50.144002199173,99.7800033390522,94.2590038180351,105.407003998756,68.7584083676338,110.324327200651
"FYXEJ",2018,5.98360681533813,119.885246276855,15.0819673538208,1.13114750385284,28.4918041229248,55.7540969848633,51.540002822876,99.2550033926964,96.1880053281784,104.679004520178,65.3596813082695,109.272949814796
"FYZG",2018,42,201.508193969727,137.065567016602,303.311462402344,191.524597167969,64,36.5730013251305,99.561004281044,99.1410057842731,149.587005674839,85.716201543808,133.52810806036
"GAULT",2018,3.78688526153564,46.0491790771484,14.5737705230713,17.4426231384277,32.8196716308594,41.6229515075684,43.0320018231869,96.6380042135715,94.7730055451393,104.858004510403,66.7629837989807,108.407618910074
"GBAI",2018,11.6065578460693,150.655731201172,32.6393432617188,25.4590167999268,85.9344253540039,81.6885223388672,45.5430024564266,97.6570045948029,94.9890041947365,105.294004976749,66.6770867705345,110.159045636654
"GBNL",2018,13.5737705230713,108.819671630859,36.9508209228516,0.704918026924133,17.3606567382812,67.8688507080078,50.1770017147064,99.366003215313,93.8090040683746,104.873006492853,68.8927067518234,109.858975499868
"GBNZ",2018,13.5737705230713,108.819671630859,36.9508209228516,0.704918026924133,17.3606567382812,67.8688507080078,50.1770017147064,99.366003215313,93.8090040683746,104.873006492853,68.8927067518234,109.858975499868
