"","Ploidy_leveltriploid","Ploidy_levelunknown","geneticSexIDmale","geneticSexIDunknown","Cos.aspect","Elevation","delta_years","n_S","n_R","prefix_this","minsize","maxsize","n_iterations","n_S_lag_factor","n_S_scale_factor","SWE.mean","Tmax.mean","size_mean_initial","size_sd_initial","n_A_initial","n_S_initial","n_R_initial","size_mean_final_ten","n_A_final_ten","n_S_final_ten","n_R_final_ten","longevity_90_final_ten","basal_area_density_final_ten","index","pixel","replicate_climate_resample","replicate_data_resample","Ploidy_level","geneticSexID"
"17","0","0","0","0",-0.811225295066833,3083.4375,2.5,0.411722500273463,0,"map_978_2_7",4,60,500,0.2,2,65.8815819579446,20.4135489498704,20,5,0.1,0.162286985143645,0,19.9858774142288,0.258553347917025,0.391040235980702,0.00688731901622853,83.1818181818182,0.0121804974362684,2,978,2,"7","diploid","female"
"18","0","0","0","0",-0.811225295066833,3083.4375,2.5,6.66449193183552e-19,0,"map_978_2_8",4,60,500,0.2,2,65.8815819579446,20.4135489498704,20,5,0.1,0.191412426843,0,50.785452202045,8.61506294869685e-20,1.06608669441446e-18,0,26.7272727272727,1.7456720940013e-20,2,978,2,"8","diploid","female"
"19","0","0","0","0",-0.811225295066833,3083.4375,2.5,1.77025812977219e-18,0,"map_978_2_9",4,60,500,0.2,2,65.8815819579446,20.4135489498704,20,5,0.1,0.194248897994904,0,50.7625067178875,1.92757910819197e-19,2.79305539852878e-18,0,28.8181818181818,3.9027142882242e-20,2,978,2,"9","diploid","female"
"20","0","0","0","0",-0.811225295066833,3083.4375,2.5,0.452232919260525,0,"map_978_2_10",4,60,500,0.2,2,65.8815819579446,20.4135489498704,20,5,0.1,0.188317350333221,0,15.9063236242881,0.175242853266121,0.430030317873607,0.0107908654097252,32.6363636363636,0.00554487953769722,2,978,2,"10","diploid","female"
"21","0","0","0","0",-0.811225295066833,3083.4375,2.5,8.58195191026916e-20,0,"map_978_3_1",4,60,500,0.2,2,67.104905834217,20.4176420933869,20,5,0.1,0.149938519320377,0,50.724297496226,1.11905311209256e-20,1.40531442668294e-19,0,20.8181818181818,2.26183400692639e-21,3,978,3,"1","diploid","female"
"22","0","0","0","0",-0.811225295066833,3083.4375,2.5,1.22830883124997e-19,0,"map_978_3_2",4,60,500,0.2,2,67.104905834217,20.4176420933869,20,5,0.1,0.164090273857396,0,50.8474898346613,1.647981708447e-20,2.0242148957651e-19,0,39.4545454545455,3.34755714491108e-21,3,978,3,"2","diploid","female"
"23","0","0","0","0",-0.811225295066833,3083.4375,2.5,0.423930620019734,0,"map_978_3_3",4,60,500,0.2,2,67.104905834217,20.4176420933869,20,5,0.1,0.106950624156586,0,14.7208002113861,0.24489789590915,0.40472185859929,0.0135399995614193,39.9090909090909,0.00639606009210931,3,978,3,"3","diploid","female"
"24","0","0","0","0",-0.811225295066833,3083.4375,2.5,0.400816442875738,0,"map_978_3_4",4,60,500,0.2,2,67.104905834217,20.4176420933869,20,5,0.1,0.169209364025933,0,19.15856742838,0.268928577263397,0.383947164745596,0.0167212466132441,63.8181818181818,0.0113489669767429,3,978,3,"4","diploid","female"
"25","0","0","0","0",-0.811225295066833,3083.4375,2.5,0.325000426258052,0,"map_978_3_5",4,60,500,0.2,2,67.104905834217,20.4176420933869,20,5,0.1,0.0858847061057441,0.00883683167855319,16.0484452113265,0.271635282116839,0.320158726712439,0.0135258596185825,59.0909090909091,0.00911960170113361,3,978,3,"5","diploid","female"
"26","0","0","0","0",-0.811225295066833,3083.4375,2.5,0.389960587343682,0,"map_978_3_6",4,60,500,0.2,2,67.104905834217,20.4176420933869,20,5,0.1,0.136420406721961,0.00921470087141886,19.579830368748,0.287128052485356,0.379199623443449,0.0103487351074044,77.7272727272727,0.0127394602823264,3,978,3,"6","diploid","female"
"27","0","0","0","0",-0.811225295066833,3083.4375,2.5,0.403291923629427,0,"map_978_3_7",4,60,500,0.2,2,67.104905834217,20.4176420933869,20,5,0.1,0.11736106394681,0,21.2012161659049,0.246223300431036,0.384617432878489,0.00743311696620065,80.2727272727273,0.0125084713891059,3,978,3,"7","diploid","female"
"28","0","0","0","0",-0.811225295066833,3083.4375,2.5,6.49775931062354e-19,0,"map_978_3_8",4,60,500,0.2,2,67.104905834217,20.4176420933869,20,5,0.1,0.144461027235578,0,50.7874780945421,8.52226409581485e-20,1.04649162074084e-18,0,27,1.72697192889748e-20,3,978,3,"8","diploid","female"
"29","0","0","0","0",-0.811225295066833,3083.4375,2.5,1.72692560552285e-18,0,"map_978_3_9",4,60,500,0.2,2,67.104905834217,20.4176420933869,20,5,0.1,0.151331640473112,0,50.7667011255859,1.91928285044952e-19,2.75468294566677e-18,0,30.0909090909091,3.8864330933163e-20,3,978,3,"9","diploid","female"
"30","0","0","0","0",-0.811225295066833,3083.4375,2.5,0.44145932572633,0.041020019347543,"map_978_3_10",4,60,500,0.2,2,67.104905834217,20.4176420933869,20,5,0.1,0.1311561515769,0,16.1661390793132,0.167916619488347,0.423590899339568,0.00701903362563991,32.8181818181818,0.00532240796722026,3,978,3,"10","diploid","female"
"31","0","0","0","0",-0.822242736816406,3114.07470703125,2.5,1.22749498730448e-19,0,"map_979_1_1",4,60,500,0.2,2,63.4265901866311,20.4291111736082,20,5,0.1,0.147499521713116,0,50.7105890204767,1.63990123329331e-20,2.01192961647825e-19,0,21.4545454545455,3.31266733788017e-21,4,979,1,"1","diploid","female"
"32","0","0","0","0",-0.822242736816406,3114.07470703125,2.5,1.06739216600262e-19,0,"map_979_1_2",4,60,500,0.2,2,63.4265901866311,20.4291111736082,20,5,0.1,0.162432881689124,0,50.8395433893002,1.4519263511174e-20,1.76342014823637e-19,0,36.9090909090909,2.94796573902516e-21,4,979,1,"2","diploid","female"
"33","0","0","0","0",-0.822242736816406,3114.07470703125,2.5,0.387979223092802,0,"map_979_1_3",4,60,500,0.2,2,63.4265901866311,20.4291111736082,20,5,0.1,0.100542591344875,0,14.7882159167647,0.213214812364684,0.387495598596392,0.0155802878366183,37.7272727272727,0.00557738336486011,4,979,1,"3","diploid","female"
"34","0","0","0","0",-0.822242736816406,3114.07470703125,2.5,0.343149416826152,0,"map_979_1_4",4,60,500,0.2,2,63.4265901866311,20.4291111736082,20,5,0.1,0.166999106817026,0,17.4818273279598,0.326259311998607,0.29455461489264,0,86.6363636363636,0.0109151539979402,4,979,1,"4","diploid","female"
"35","0","0","0","0",-0.822242736816406,3114.07470703125,2.5,0.3097809027998,0,"map_979_1_5",4,60,500,0.2,2,63.4265901866311,20.4291111736082,20,5,0.1,0.0804160592067887,0.0076874434703659,17.2705831049105,0.243400130034954,0.297098438133837,0.0105846607755448,47.0909090909091,0.00876217224207887,4,979,1,"5","diploid","female"
"36","0","0","0","0",-0.822242736816406,3114.07470703125,2.5,0.379632170954549,0,"map_979_1_6",4,60,500,0.2,2,63.4265901866311,20.4291111736082,20,5,0.1,0.129890364031999,0.0085331615897611,19.0346033408654,0.263976532747746,0.371294427962102,0.00854311103694926,63.3636363636364,0.010968548824899,4,979,1,"6","diploid","female"
"37","0","0","0","0",-0.822242736816406,3114.07470703125,2.5,0.373704246516314,0,"map_979_1_7",4,60,500,0.2,2,63.4265901866311,20.4291111736082,20,5,0.1,0.110562093046553,0,20.278491131005,0.232685784128355,0.369471890975102,0.00962734446651006,71,0.0110689372278413,4,979,1,"7","diploid","female"
"38","0","0","0","0",-0.822242736816406,3114.07470703125,2.5,7.32484228679568e-19,0,"map_979_1_8",4,60,500,0.2,2,63.4265901866311,20.4291111736082,20,5,0.1,0.137473655035076,0,50.7810596326566,1.02039581125085e-19,1.18620171361657e-18,0,28.1818181818182,2.06698084306353e-20,4,979,1,"8","diploid","female"
"39","0","0","0","0",-0.822242736816406,3114.07470703125,2.5,1.51701409526759e-18,0,"map_979_1_9",4,60,500,0.2,2,63.4265901866311,20.4291111736082,20,5,0.1,0.152618320341905,0,50.7710739590187,1.70378642395382e-19,2.46715277681143e-18,0,30.3636363636364,3.45004119135277e-20,4,979,1,"9","diploid","female"
"40","0","0","0","0",-0.822242736816406,3114.07470703125,2.5,0.411872066662277,0,"map_979_1_10",4,60,500,0.2,2,63.4265901866311,20.4291111736082,20,5,0.1,0.124322936576184,0,15.5177905118126,0.174723824328625,0.402108367240799,0.00931733952686833,35.2727272727273,0.00524282004741388,4,979,1,"10","diploid","female"
"41","0","0","0","0",-0.822242736816406,3114.07470703125,2.5,1.37013403592897e-19,0,"map_979_2_1",4,60,500,0.2,2,67.3792096426387,20.3981796843325,20,5,0.1,0.175797855092873,0,50.7132448261397,1.86407056172534e-20,2.32185097583783e-19,0,20.5454545454545,3.76579292189316e-21,5,979,2,"1","diploid","female"
"42","0","0","0","0",-0.822242736816406,3114.07470703125,2.5,1.24088410884242e-19,0,"map_979_2_2",4,60,500,0.2,2,67.3792096426387,20.3981796843325,20,5,0.1,0.190562504110277,0,50.8452125055107,1.71305664407924e-20,2.10767498148028e-19,0,32.6363636363636,3.47822984722303e-21,5,979,2,"2","diploid","female"
"43","0","0","0","0",-0.822242736816406,3114.07470703125,2.5,0.353143237671333,0.0442100983321987,"map_979_2_3",4,60,500,0.2,2,67.3792096426387,20.3981796843325,20,5,0.1,0.155153523670399,0,14.585286768042,0.208816362569513,0.389944959576344,0.0152421730553815,35.0909090909091,0.00539512838549192,5,979,2,"3","diploid","female"
"44","0","0","0","0",-0.822242736816406,3114.07470703125,2.5,0.337303179174446,0,"map_979_2_4",4,60,500,0.2,2,67.3792096426387,20.3981796843325,20,5,0.1,0.202606227071963,0,17.5986280829668,0.331080375076153,0.320785209048733,0,87.4545454545455,0.0119736854724949,5,979,2,"4","diploid","female"
"45","0","0","0","0",-0.822242736816406,3114.07470703125,2.5,0.251821995530017,0,"map_979_2_5",4,60,500,0.2,2,67.3792096426387,20.3981796843325,20,5,0.1,0.138132091795661,0.0142956419819026,15.6573885064754,0.263193673945007,0.305572090317208,0.0173788613176079,55,0.00792001353857588,5,979,2,"5","diploid","female"
"46","0","0","0","0",-0.822242736816406,3114.07470703125,2.5,0.334607655664614,0,"map_979_2_6",4,60,500,0.2,2,67.3792096426387,20.3981796843325,20,5,0.1,0.176766384637043,0.010401670142519,18.7508327460007,0.279663958658571,0.367095951985488,0.00864906100090322,64.9090909090909,0.0114690032470185,5,979,2,"6","diploid","female"
"47","0","0","0","0",-0.822242736816406,3114.07470703125,2.5,0.336768806584891,0.0398283443936962,"map_979_2_7",4,60,500,0.2,2,67.3792096426387,20.3981796843325,20,5,0.1,0.152885362046719,0,19.0283153337564,0.243715825771798,0.371587165483785,0.0150002646959297,71.0909090909091,0.010484569516668,5,979,2,"7","diploid","female"
"48","0","0","0","0",-0.822242736816406,3114.07470703125,2.5,7.72528708600126e-19,0,"map_979_2_8",4,60,500,0.2,2,67.3792096426387,20.3981796843325,20,5,0.1,0.182154082943975,0,50.7874403260762,1.10764336871174e-19,1.31475149956319e-18,0,27.4545454545455,2.24396789862987e-20,5,979,2,"8","diploid","female"
"49","0","0","0","0",-0.822242736816406,3114.07470703125,2.5,1.62025348141271e-18,0,"map_979_2_9",4,60,500,0.2,2,67.3792096426387,20.3981796843325,20,5,0.1,0.195900476909954,0,50.7780430140197,1.89769037144796e-19,2.76844035105083e-18,0,30,3.84273467941704e-20,5,979,2,"9","diploid","female"
"50","0","0","0","0",-0.822242736816406,3114.07470703125,2.5,0.381193947136928,0,"map_979_2_10",4,60,500,0.2,2,67.3792096426387,20.3981796843325,20,5,0.1,0.178506045810172,0,16.1730425331722,0.165477537966854,0.40592504385651,0.00974688605068461,33.9090909090909,0.00532799633766879,5,979,2,"10","diploid","female"
"51","0","0","0","0",-0.822242736816406,3114.07470703125,2.5,1.2845026089105e-19,0,"map_979_3_1",4,60,500,0.2,2,64.9352123604087,20.433612168668,20,5,0.1,0.175797855092873,0,50.7098600464558,1.69958495017193e-20,2.10454337823874e-19,0,22.4545454545455,3.43322909044184e-21,6,979,3,"1","diploid","female"
"52","0","0","0","0",-0.822242736816406,3114.07470703125,2.5,1.02601840469605e-19,0,"map_979_3_2",4,60,500,0.2,2,64.9352123604087,20.433612168668,20,5,0.1,0.190562504110277,0,50.8324616968616,1.38739071504296e-20,1.69840267115652e-19,0,38.7272727272727,2.81618059236338e-21,6,979,3,"2","diploid","female"
"53","0","0","0","0",-0.822242736816406,3114.07470703125,2.5,0.410384645322377,0,"map_979_3_3",4,60,500,0.2,2,64.9352123604087,20.433612168668,20,5,0.1,0.155153523670399,0,13.8092633514777,0.23441858468435,0.385658059155692,0.00882141563696199,41,0.00546481198574714,6,979,3,"3","diploid","female"
"54","0","0","0","0",-0.822242736816406,3114.07470703125,2.5,0.384715785823295,0,"map_979_3_4",4,60,500,0.2,2,64.9352123604087,20.433612168668,20,5,0.1,0.202606227071963,0,18.7116016609306,0.260423659631228,0.379533369014303,0.0074321394770726,57.8181818181818,0.0105699678011551,6,979,3,"4","diploid","female"
"55","0","0","0","0",-0.822242736816406,3114.07470703125,2.5,0.326602238486213,0,"map_979_3_5",4,60,500,0.2,2,64.9352123604087,20.433612168668,20,5,0.1,0.138132091795661,0.0142956419819026,16.3129300270824,0.245116379810391,0.304216669324408,0.00758451116242218,50.3636363636364,0.00805291583960824,6,979,3,"5","diploid","female"
"56","0","0","0","0",-0.822242736816406,3114.07470703125,2.5,0.36587588880745,0,"map_979_3_6",4,60,500,0.2,2,64.9352123604087,20.433612168668,20,5,0.1,0.176766384637043,0.010401670142519,17.8084370880377,0.317764549483637,0.331784108114529,0,80.8181818181818,0.0117671803055851,6,979,3,"6","diploid","female"
"57","0","0","0","0",-0.822242736816406,3114.07470703125,2.5,0.38261840919023,0,"map_979_3_7",4,60,500,0.2,2,64.9352123604087,20.433612168668,20,5,0.1,0.152885362046719,0,18.6009017677193,0.258173599598491,0.364525670085265,0.00343578356105094,77.1818181818182,0.0108118116998219,6,979,3,"7","diploid","female"
"58","0","0","0","0",-0.822242736816406,3114.07470703125,2.5,7.48088713044518e-19,0,"map_979_3_8",4,60,500,0.2,2,64.9352123604087,20.433612168668,20,5,0.1,0.182154082943975,0,50.7762766946583,1.0271605992369e-19,1.20955232700825e-18,0,28.9090909090909,2.08038129925145e-20,6,979,3,"8","diploid","female"
"59","0","0","0","0",-0.822242736816406,3114.07470703125,2.5,1.57071442633479e-18,0,"map_979_3_9",4,60,500,0.2,2,64.9352123604087,20.433612168668,20,5,0.1,0.195900476909954,0,50.7620516187663,1.71536475438329e-19,2.49740415353041e-18,0,31.3636363636364,3.47228708133285e-20,6,979,3,"9","diploid","female"
"60","0","0","0","0",-0.822242736816406,3114.07470703125,2.5,0.421412337965249,0,"map_979_3_10",4,60,500,0.2,2,64.9352123604087,20.433612168668,20,5,0.1,0.178506045810172,0,16.3409354747396,0.164678348111201,0.406536449823229,0.00628889746596884,34.9090909090909,0.00532619714350321,6,979,3,"10","diploid","female"
"61","0","0","0","0",-0.506825804710388,3098.98779296875,2.5,2.09010097570179e-18,0,"map_2235_1_1",4,60,500,0.2,2,82.8348549216569,21.1189027133975,20,5,0.1,0.200173621444888,0,50.7171447651326,2.43562699274438e-19,3.54038141688265e-18,0,26.6363636363636,4.92129336244128e-20,7,2235,1,"1","diploid","female"
"62","0","0","0","0",-0.506825804710388,3098.98779296875,2.5,9.59831971940827e-20,0,"map_2235_1_2",4,60,500,0.2,2,82.8348549216569,21.1189027133975,20,5,0.1,0.19714921766627,0,50.8488550273991,1.24816681475147e-20,1.64222901279014e-19,0,31.1818181818182,2.53469846221842e-21,7,2235,1,"2","diploid","female"
"63","0","0","0","0",-0.506825804710388,3098.98779296875,2.5,0.338584699141581,0,"map_2235_1_3",4,60,500,0.2,2,82.8348549216569,21.1189027133975,20,5,0.1,0.161759033615818,0,19.2105010442886,0.330679024758827,0.375425306596553,0.0137414054854212,71.6363636363636,0.0139939483752513,7,2235,1,"3","diploid","female"
"64","0","0","0","0",-0.506825804710388,3098.98779296875,2.5,0.270059766787823,0,"map_2235_1_4",4,60,500,0.2,2,82.8348549216569,21.1189027133975,20,5,0.1,0.176217471691637,0,15.8361387364346,0.367111321480376,0.321423081885054,0.014701454626949,112.909090909091,0.0118413517488349,7,2235,1,"4","diploid","female"
"65","0","0","0","0",-0.506825804710388,3098.98779296875,2.5,0.226501914667724,0.0421829605607198,"map_2235_1_5",4,60,500,0.2,2,82.8348549216569,21.1189027133975,20,5,0.1,0.114220345155094,0.0096767369904981,20.5796050025221,0.281873619206706,0.261266770867809,0.0131109954955103,86.1818181818182,0.0137223448202949,7,2235,1,"5","diploid","female"
"66","0","0","0","0",-0.506825804710388,3098.98779296875,2.5,0.328904425215377,0,"map_2235_1_6",4,60,500,0.2,2,82.8348549216569,21.1189027133975,20,5,0.1,0.183011015769009,0.00996595940104737,21.0798332939792,0.315767574710836,0.374406552355411,0.00974279198783069,87.1818181818182,0.0156566808992835,7,2235,1,"6","diploid","female"
"67","0","0","0","0",-0.506825804710388,3098.98779296875,2.5,0.334893299294036,0.0310253974179602,"map_2235_1_7",4,60,500,0.2,2,82.8348549216569,21.1189027133975,20,5,0.1,0.141515413600526,0,20.0506767898382,0.235713018054371,0.364576595189295,0.0109419931505648,76.4545454545455,0.01103443158657,7,2235,1,"7","diploid","female"
"68","0","0","0","0",-0.506825804710388,3098.98779296875,2.5,9.63174430605298e-19,0,"map_2235_1_8",4,60,500,0.2,2,82.8348549216569,21.1189027133975,20,5,0.1,0.170564833843598,0,50.7997379160635,1.40944117266181e-19,1.65642350485032e-18,0,46.9090909090909,2.85683575044686e-20,7,2235,1,"8","diploid","female"
"69","0","0","0","0",-0.506825804710388,3098.98779296875,2.5,1.48532394463997e-18,0,"map_2235_1_9",4,60,500,0.2,2,82.8348549216569,21.1189027133975,20,5,0.1,0.226601600168504,0,50.802524129422,1.44388653334723e-19,2.55433629660254e-18,0,45.8181818181818,2.92666007398658e-20,7,2235,1,"9","diploid","female"
"70","0","0","0","0",-0.506825804710388,3098.98779296875,2.5,0.333970835993029,0.02519950796406,"map_2235_1_10",4,60,500,0.2,2,82.8348549216569,21.1189027133975,20,5,0.1,0.14942764330017,0,19.1926274785957,0.147011365017154,0.367034983694848,0.00926084498609605,49.7272727272727,0.00627076774116854,7,2235,1,"10","diploid","female"
"71","0","0","0","0",-0.506825804710388,3098.98779296875,2.5,2.2514897819547e-18,0,"map_2235_2_1",4,60,500,0.2,2,82.6547561234343,21.1347822905063,20,5,0.1,0.169097470335877,0,50.7196559092346,2.61659300905888e-19,3.71966738059638e-18,0,26.3636363636364,5.28760590610602e-20,8,2235,2,"1","diploid","female"
"72","0","0","0","0",-0.506825804710388,3098.98779296875,2.5,8.31341642310152e-20,0,"map_2235_2_2",4,60,500,0.2,2,82.6547561234343,21.1347822905063,20,5,0.1,0.169573342352313,0,50.8570517152349,1.07513990842263e-20,1.39577757534827e-19,0,31.5454545454545,2.18445663777061e-21,8,2235,2,"2","diploid","female"
"73","0","0","0","0",-0.506825804710388,3098.98779296875,2.5,0.343642255843485,0.0744947683320221,"map_2235_2_3",4,60,500,0.2,2,82.6547561234343,21.1347822905063,20,5,0.1,0.104781987488169,0.0120667962186514,18.7170496664908,0.334477194701826,0.350465519256925,0.0134305815343017,70.6363636363636,0.0138055050533328,8,2235,2,"3","diploid","female"
"74","0","0","0","0",-0.506825804710388,3098.98779296875,2.5,0.368690490173935,0,"map_2235_2_4",4,60,500,0.2,2,82.6547561234343,21.1347822905063,20,5,0.1,0.149440378063657,0,19.5622906082457,0.250954763556704,0.364264956317698,0.00787254384349196,72,0.0111662805783265,8,2235,2,"4","diploid","female"
"75","0","0","0","0",-0.506825804710388,3098.98779296875,2.5,0.237476710080331,0.0282607782796748,"map_2235_2_5",4,60,500,0.2,2,82.6547561234343,21.1347822905063,20,5,0.1,0.066792507031067,0.00559117199810243,21.3399330438453,0.281245954973767,0.235743419932862,0.00549119077310961,85.2727272727273,0.0145166471193016,8,2235,2,"5","diploid","female"
"76","0","0","0","0",-0.506825804710388,3098.98779296875,2.5,0.366300248097668,0.0660398841425794,"map_2235_2_6",4,60,500,0.2,2,82.6547561234343,21.1347822905063,20,5,0.1,0.134041694544566,0.00834318512590292,21.4557355008853,0.277122126703928,0.377571844937101,0.0152599157198531,78.0909090909091,0.0140768676806425,8,2235,2,"6","diploid","female"
"77","0","0","0","0",-0.506825804710388,3098.98779296875,2.5,0.344450744627181,0.0253673729315344,"map_2235_2_7",4,60,500,0.2,2,82.6547561234343,21.1347822905063,20,5,0.1,0.102422204945506,0.00751425719341139,20.7352195129445,0.222897779750866,0.348706040525296,0.00738631299391548,74.8181818181818,0.0109903856390903,8,2235,2,"7","diploid","female"
"78","0","0","0","0",-0.506825804710388,3098.98779296875,2.5,9.36488716409192e-19,0,"map_2235_2_8",4,60,500,0.2,2,82.6547561234343,21.1347822905063,20,5,0.1,0.130196766604679,0,50.807423354483,1.36320304642587e-19,1.5463947866912e-18,0,46.2727272727273,2.76432958458961e-20,8,2235,2,"8","diploid","female"
"79","0","0","0","0",-0.506825804710388,3098.98779296875,2.5,1.41464787552329e-18,0,"map_2235_2_9",4,60,500,0.2,2,82.6547561234343,21.1347822905063,20,5,0.1,0.175236681959835,0,50.8134853280667,1.38676569270274e-19,2.33830625293581e-18,0,45.0909090909091,2.81279658079597e-20,8,2235,2,"9","diploid","female"
"80","0","0","0","0",-0.506825804710388,3098.98779296875,2.5,0.335783913175784,0.0190973813999556,"map_2235_2_10",4,60,500,0.2,2,82.6547561234343,21.1347822905063,20,5,0.1,0.10555210542278,0,19.6070952357777,0.143047885689559,0.348307973624625,0.00389805717765243,49.0909090909091,0.0061974031624619,8,2235,2,"10","diploid","female"
"81","0","0","0","0",-0.506825804710388,3098.98779296875,2.5,2.24589483282697e-18,0,"map_2235_3_1",4,60,500,0.2,2,85.5922580536254,21.1034096878366,20,5,0.1,0.200173621444888,0,50.7170761269677,2.508386549101e-19,3.62487814986042e-18,0,26.0909090909091,5.0685520733375e-20,9,2235,3,"1","diploid","female"
